Perfume;Brand;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5
biografia-assinatura;natura;women;4,24;553;2019;almond, mandarin orange, pear;vanilla, tuberose, jasmine, coumarin, rose;priprioca, amber, musk, patchouli;almond;vanilla;sweet;fruity;white floral
luna-floral;natura;women;4,24;178;2017;pink pepper, bergamot, red fruits;honey, violet, floral notes, lily-of-the-valley;patchouli, cedar, musk;floral;white floral;woody;honey;powdery
suede-et-safran;nishane;unisex;4,24;528;2015;saffron, ambrette (musk mallow);suede, ginger;musk, caraway;musky;warm spicy;leather;powdery;metallic
papilefiko;nishane;unisex;4,24;431;2022;cardamom, coriander, citruses;lavender, artemisia, jasmine;balsam fir, styrax, moss;aromatic;fresh spicy;woody;warm spicy;fresh
alchemists-neroli;o-boticario;unisex;4,24;79;2020;bergamot, lemon, green notes, mandarin orange;neroli, jasmine, rose, magnolia;musk, amber, cedar;citrus;green;white floral;floral;aromatic
alchemists-rose;o-boticario;unisex;4,24;66;2020;pink grapefruit;may rose, litchi;musk, cedar;rose;musky;fruity;tropical;citrus
cuide-se-bem-lavandinha;o-boticario;unisex;4,24;147;2018;lavender, strawberry, pineapple;lily-of-the-valley, rose, geranium;powdery notes, musk, vanilla, woody notes;powdery;lavender;musky;aromatic;fresh spicy
egeo-bomb-black;o-boticario;men;4,24;677;2019;bergamot, apple, mint, lemon, green leaves, artemisia;leather, cedar, moss, lily-of-the-valley, immortelle;caramel, sugar, amber, vanilla, tiramisu, sandalwood, patchouli, musk;sweet;caramel;leather;vanilla;animalic
quinoa;o-boticario;women;4,24;169;2019;vanilla, amber, sandalwood, myrhh, tonka bean, musk, patchouli;nutmeg, magnolia, lilac;vanilla, amber, caramel, white sandalwood, musk;amber;vanilla;powdery;sweet;caramel
aguas-de-lichia;o-boticario;women;4,24;42;2013;litchi, black currant;floral notes;amber, vanilla, musk;fruity;amber;tropical;floral;fresh
black-xs-l-aphrodisiaque-for-men;paco-rabanne;men;4,24;201;2013;cinnamon, saffron;honey, orange blossom, cypress;praline, leather, almond;sweet;honey;warm spicy;leather;cinnamon
the-omniscient-mr-thompson;penhaligon-s;men;4,24;514;2023;lavender, elemi, pink pepper;orris, black pepper, geranium;vanilla, sesame, oak;vanilla;iris;powdery;aromatic;woody
infusion-d-iris-l-eau-d-iris;prada;women;4,24;328;2013;mint, tunisian neroli;iris, lily-of-the-valley, pink nerium oleander, orange blossom, rose;white musk, woody notes, vanilla;white floral;green;powdery;iris;floral
purple-rain;prada;unisex;4,24;164;2015;galbanum, bergamot;iris, neroli, hedione, rose;vetiver, violet, white musk, cedar, iso e super, sandalwood;powdery;woody;iris;violet;earthy
polo-red-intense;ralph-lauren;men;4,24;1063;2015;cranberry, blood grapefruit, lemon, saffron;coffee, ginger, lavender, sage;amber, leather, red cedar;warm spicy;fruity;citrus;fresh spicy;aromatic
rumz-al-rasasi-9325-pour-lui;rasasi;men;4,24;657;2013;pineapple, lime, lemon, bergamot, black pepper, plum, pear;jasmine, freesia, lily-of-the-valley;ambergris, cedar, leather, white musk, oakmoss, patchouli;citrus;fruity;sweet;woody;fresh spicy
woody;rasasi;men;4,24;98;2018;grapefruit, saffron, tangerine, pink pepper;vetiver, patchouli;cedar, agarwood (oud), amber, musk;woody;citrus;earthy;aromatic;oud
attimo-black-musk-pour-homme;salvatore-ferragamo;men;4,24;68;2014;mandarin orange, cardamom, marjoram, black pepper;sage, saffron, pimento, olibanum;black musk, patchouli, vetiver, labdanum;warm spicy;aromatic;woody;musky;fresh spicy
la-corte-2016;salvatore-ferragamo;unisex;4,24;38;2016;jasmine, almond milk;white lily, iris;vanilla, white amber;white floral;vanilla;almond;amber;powdery
cheirosa-40;sol-de-janeiro;women;4,24;2584;2021;plum, black amber, cassis;orchid, jasmine;vanilla, woodsy notes, musk;vanilla;fruity;sweet;powdery;woody
soleil-de-jeddah-mango-kiss;stephane-humbert-lucas-777;unisex;4,24;491;2022;mango, chamomile, orange blossom;coconut, ylang ylang, amber;vanilla, siam benzoin, iris butter;tropical;sweet;fruity;amber;herbal
musk-07;swiss-arabian;unisex;4,24;38;2021;pomegranate, black currant;lily-of-the-valley, rose;musk, patchouli;musky;woody;white floral;fruity;rose
shaghaf-oud-ahmar;swiss-arabian;unisex;4,24;104;2023;peach, melon, bergamot, freesia, iris;apple, amber, tonka bean, rose;vanilla, amber, musk, sandalwood, cedar, oud;fruity;powdery;vanilla;sweet;amber
habiba;swiss-arabian;women;4,24;34;2013;dried fruits, praline, jasmine, mandarin orange;frangipani, peony, vanilla, lily, datura;woody notes, musk, olibanum, saffron, leather, amber, white amber;floral;white floral;sweet;woody;amber
mirach;tiziana-terenzi;unisex;4,24;163;2018;rose, damask rose, saffron, nutmeg, neroli;white oud, damask rose, ambergris, sand, patchouli;agarwood (oud), vanilla, benzoin, sandalwood;oud;amber;warm spicy;rose;vanilla
fougere-d-argent;tom-ford;unisex;4,24;857;2018;lavender, ginger, mandarin orange;akigalawood, labdanum;coumarin;woody;warm spicy;lavender;aromatic;oud
versace-pour-homme-oud-noir;versace;men;4,24;3034;2013;black pepper, bitter orange, neroli;saffron, cardamom, olibanum;agarwood (oud), patchouli, leatherwood;oud;warm spicy;fresh spicy;citrus;woody
love-pink;victoria-s-secret;women;4,24;79;2013;apple;flowers;vanilla;floral;fruity;vanilla;fresh;green
vinyle;yves-saint-laurent;unisex;4,24;283;2016;pink pepper, bergamot;myrrh, immortelle;vanilla, resins, anise;amber;sweet;vanilla;warm spicy;balsamic
splendid-wood-le-vestiaire-des-parfums;yves-saint-laurent;unisex;4,24;171;2017;cardamom, incense;rose, jasmine sambac;agarwood (oud), cedar, cypriol oil or nagarmotha;woody;warm spicy;oud;aromatic;amber
opium-collector-s-edition-2013;yves-saint-laurent;women;4,24;86;2013;mandarin orange, bergamot, lily-of-the-valley;myrrh, cloves, jasmine sambac;amber, opoponax, patchouli, vanilla;amber;warm spicy;citrus;white floral;balsamic
for-him-red-edition;zara;men;4,24;592;2022;orange;amber;evernyl;amber;citrus;;;
gleam-of-the-moon-into-the-gourmand;zara;women;4,24;185;2023;rice;mimosa;vanilla;vanilla;sweet;powdery;savory;lactonic
zara-made-to-fit;zara;men;4,24;41;2015;lemon, orange;sea notes;musk, woody notes;citrus;marine;aromatic;musky;woody
tobacco-collection-rich-warm-addictive-2018;zara;men;4,24;618;2018;rum;peony;bourbon vanilla;vanilla;rum;floral;fresh;powdery
op-summer-breeze;ocean-pacific;women;4,24;62;2017;tropical fruits, black currant, mandarin orange;gardenia, orange blossom, water lily;coconut, woodsy notes, musk;tropical;coconut;fruity;sweet;lactonic
extreme-sky;michael-kors;men;4,24;62;2020;cypress, bergamot, spices, pink pepper;ozonic notes, juniper, cedar;vetiver, musk, clearwood;woody;aromatic;fresh spicy;ozonic;
parco-palladiano-v-lauro;bottega-veneta;unisex;4,24;197;2016;mint, labdanum;laurels, sage, rosemary, pepper, tea, geranium;vetiver;aromatic;fresh spicy;woody;herbal;camphor
une-rose-au-paradis-r-b;d-orsay;unisex;4,24;38;2023;aldehydes, pink pepper;turkish rose, cashmeran, freesia;musk, incense, sandalwood;musky;powdery;woody;aldehydic;rose
signature-noir;zaharoff;men;4,24;149;2020;basil, pink pepper, coriander, mandarin orange, bergamot;cypress, ginger, balsam fir, virginia cedar, freesia, anise;agarwood (oud), myrrh, australian sandalwood, olibanum, tonka bean;woody;aromatic;fresh spicy;amber;warm spicy
1970;rosendo-mateu-olfactive-expressions;unisex;4,24;175;2023;citruses, fruits;chocolate, spices, earthy notes, woody notes;tonka bean, vanilla, musk, amber;vanilla;warm spicy;sweet;amber;chocolate
bitter-soft;alexandria-fragrances;unisex;4,24;55;2017;raspberry, thyme;olibanum, night blooming jasmine;leather, suede;leather;fruity;aromatic;amber;fresh spicy
ombre-noir;alexandria-fragrances;men;4,24;82;2017;cardamom;lavender, virginia cedar, bergamot;caraway, vetiver;aromatic;warm spicy;fresh spicy;woody;lavender
smoking-lounge;amberfig;unisex;4,24;37;2015;anise, bitter almond, cinnamon, cardamom;tobacco, cacao, cloves, incense, leather;vanilla, virginia cedar, vetiver;warm spicy;sweet;tobacco;cacao;woody
inverno-russo;areej-le-dore;unisex;4,24;62;2017;rose oil, white pepper;natural musk, synthetic civet, champaca, osmanthus, gardenia, sandalwood, cloves, olibanum, peach blossom, cardamom, tonka bean;indian oud, agarwood (oud), white oud, benzoin, betel pepper, virginia cedar;oud;musky;floral;warm spicy;powdery
song-for-a-wanderer;azman;unisex;4,24;38;2022;lemon, raspberry, bergamot, passionfruit, orange blossom;geosmin, cloves, smoke, jasmine, lavender, tagetes;laotian oud, cedar, patchouli, moss, sandalwood, amber, musk;woody;warm spicy;citrus;oud;earthy
niche;bharara;unisex;4,24;37;2021;citruses, juniper;jasmine, chocolate, balsam fir;amberwood, moss;woody;white floral;amber;chocolate;warm spicy
jaipur-homme-limited-edition;boucheron;men;4,24;124;2013;watery notes, cloves, melon;nutmeg, cinnamon;vanilla, woody notes, amber;aquatic;warm spicy;fresh;fresh spicy;vanilla
fleur-de-mimosa;and-other-stories;unisex;4,24;78;2015;bergamot, almond, black currant;mimosa, jasmine, heliotrope, nutmeg;amber, cedar;powdery;yellow floral;floral;white floral;almond
sweet-carousel;farmacia-ss-annunziata;unisex;4,24;79;2021;red fruits, mandarin orange, lemon;almond, jasmine, geranium;vanilla, white musk, amber;fruity;almond;vanilla;sweet;powdery
lampblack;fzotic;unisex;4,24;289;2013;black pepper, sweet orange;grapefruit;cypriol oil or nagarmotha, vetiver, benzoin;citrus;woody;earthy;fresh spicy;aromatic
eau-de-monsieur;goutal;men;4,24;152;2013;bergamot, mandarin orange, mint;geranium;sandalwood, patchouli;citrus;fresh spicy;aromatic;woody;green
voyage;hiram-green;unisex;4,24;63;2015;citruses;amber, suede;vanilla;amber;vanilla;powdery;citrus;leather
codice-uno;in-the-box;men;4,24;46;2020;green mandarin, apple;carrot seeds, rum, nutmeg, orange blossom;tonka bean, woodsy notes, vanilla;vanilla;woody;powdery;sweet;amber
white-musk;junaid-jamshed;men;4,24;41;2014;mint, italian lemon, green apple;geranium, spicy notes;vanilla, woody notes, tonka bean, ambroxan;vanilla;green;aromatic;powdery;citrus
noir-endurance;just-jack;women;4,24;80;2021;clove, cardamom, strawberry, pink pepper, citruses, neroli;iris, lily of the valley, jasmine;vanilla, amber, sandalwood, musk;warm spicy;powdery;vanilla;amber;sweet
lavanda;l-occitane-en-provence;unisex;4,24;96;2015;bergamot, grapefruit;lavender, basil;musk, patchouli;lavender;fresh spicy;citrus;aromatic;musky
flor-de-carambola;l-occitane-au-bresil;women;4,24;234;2015;carambola (star fruit), green apple, lemon;carambola blossom, rose, peach;sandalowood, cedar;fruity;tropical;fresh;rose;floral
pomar-de-flores-buque;l-occitane-au-bresil;women;4,24;38;2022;bergamot, litchi, apricot;rose petals, freesia;musk, sandalwood;musky;rose;floral;woody;powdery
infinite-spicy-by-olivier-cresp;mercedes-benz;men;4,24;141;2015;sichuan pepper, star anise, coriander;juniper berries, cardamon, ginger;teak wood, cashmere wood, ambroxan;fresh spicy;aromatic;woody;warm spicy;soft spicy
oud-magnetique;molinard;unisex;4,24;82;2017;saffron, bergamot, nutmeg, lemon;rose, violet, ylang-ylang, palisander rosewood;agarwood (oud), leather, amber, vetiver;woody;oud;leather;fresh spicy;amber
bandit-supreme;robert-piguet;unisex;4,24;139;2020;galbanum, neroli;jasmine, orange blossom, amber;oakmoss, leather, patchouli, musk;green;mossy;earthy;white floral;leather
gingembre-rouge-intense;roger-gallet;women;4,24;59;2016;pink pepper, aromatic spices;ginger flower, iris flower;tolu balsam, cedar, patchouli;warm spicy;powdery;woody;soft spicy;iris
gold-regatta;the-merchant-of-venice;unisex;4,24;70;2023;red algae, fig;salt, woody notes, immortelle;vanilla, amber;marine;woody;vanilla;sweet;salty
glow;the-woods-collection;unisex;4,24;68;2020;saffron, juniper berries, pomelo;leather, rose, black violet;cashmeran, raspberry, vetiver;leather;woody;warm spicy;aromatic;rose
jeanne-lanvin-blossom;lanvin;women;4,24;37;2022;black currant, litchi, pear, citruses;peony, raspberry, freesia;patchouli, musk, vanilla, amber, sandalwood;fruity;floral;fresh;woody;sweet
verger;miller-harris;unisex;4,24;37;2013;apple;green leaves, basil, damask rose;vetiver;green;aromatic;woody;fresh spicy;earthy
sheikha;orientica;unisex;4,24;37;2018;cassis, green notes, bergamot;whipped cream, jasmine, lily-of-the-valley;vanilla, tonka bean, cedar, sandalwood;vanilla;woody;sweet;green;aromatic
baniyas;widian;unisex;4,24;97;2022;lavender, artemisia, bergamot;geranium, agarwood (oud), cedar;patchouli, evernyl, sandalwood, vetiver;woody;fresh spicy;aromatic;herbal;patchouli
silver-sparkle;mith;unisex;4,24;83;2021;lemon, pink grapefruit, cucumber, juniper berries, lime, aldehydes, coriander;champagne, lily, rose, pear, iris, rhubarb;white musk, ambroxan, iso e super, ambrette (musk mallow), oakmoss, sandalwood, amyl salicylate;citrus;musky;aromatic;woody;amber
en-prise;mind-games;unisex;4,24;46;2023;ginger, bergamot, saffron;cassis, sugar, geranium;cedar, madagascar vetiver, oakmoss;woody;aromatic;warm spicy;citrus;earthy
fado-jasmim;miguel-matos;unisex;4,24;37;2020;banana, plum, passionfruit, lemon leaf;jasmine sambac, indole, peach, tuberose, rose;civet, ambergris, musk, coconut, amber, oakmoss, coumarin, agarwood (oud);white floral;fruity;animalic;sweet;amber
173-candy;michael-malul-london;women;4,24;89;2020;quince, citruses;jasmine, freesia, rose;vanilla, amber, musk, woody notes;vanilla;sweet;fruity;powdery;amber
nettuno;mendittorosa;unisex;4,24;275;2016;ginger, cyclamen, nutmeg, pink pepper;rose;iris, leather, white musk, rum, haitian vetiver, carrot seeds, benzoin;powdery;iris;leather;musky;warm spicy
air;maori-collection;unisex;4,24;45;2020;red wine, palisander rosewood, benzoin, black pepper, musk;vanilla, cashmeran, cypriol oil or nagarmotha, cardamom;sandalwood, leather, tonka bean, ambergris, patchouli;woody;amber;warm spicy;wine;vanilla
ladanika-ladanika;ladanika;unisex;4,24;94;2018;sour cherry, cranberry, red wine, hay, pear, tobacco;raspberry, red apple, fruity notes, jasmine;sour cherry, raspberry, beeswax, woody notes, sweet notes, vanilla, violet, olibanum, benzoin, musk;fruity;sweet;cherry;wine;fresh spicy
fire-at-will;jovoy-paris;unisex;4,24;960;2021;vanilla, mimosa;vanilla, brown sugar;amber, musk, vetiver;sweet;vanilla;powdery;yellow floral;amber
le-gourmand;jousset-parfums;unisex;4,24;128;2023;butter, salt, toast;cookie dough;hazelnut cocoa spread, hazelnut;nutty;sweet;woody;chocolate;
plum-loco;happyland;unisex;4,24;54;2019;plum, ambroxan, cinnamon;leather, woody notes, saffron;agarwood (oud), amber, benzoin;leather;amber;warm spicy;fruity;woody
etoile-parfum;fragonard;women;4,24;89;2019;apple, bergamot, lemon, ginger;lily-of-the-valley, gardenia, jasmine;cedar, musk, amber;citrus;fresh;fruity;white floral;green
volpe-dna;eudora;men;4,24;42;2022;mandarin orange, cardamom, ginger, black pepper;iris, lavender, cypress, saffron;leather, vanilla, patchouli, peru balsam, amber, vetiver;warm spicy;iris;woody;powdery;aromatic
manrose;etro;men;4,24;269;2017;cardamom, calabrian bergamot, sichuan pepper, elemi resin;turkish rose, geranium, incense;vetiver, precious woods, amber, patchouli, leather, musk;aromatic;fresh spicy;rose;warm spicy;citrus
integrity;ermenegildo-zegna;men;4,24;38;2017;sage, spices;green notes, wild berries;african geranium, amber;aromatic;herbal;fresh spicy;green;amber
profumo-di-armonia;collistar;women;4,24;62;2014;orange, bergamot;iris, violet, rose petals;almond, white musk, vanilla;powdery;violet;almond;iris;citrus
matsukita;clive-christian;unisex;4,24;447;2021;bergamot, pink pepper, nutmeg;mate, chinese jasmine, jasmine sambac, guaiac wood;woodsy notes, balsam fir, amber, musk;woody;fresh spicy;aromatic;citrus;white floral
viii-rococo-magnolia;clive-christian;women;4,24;259;2017;cassis, mandarin orange, bergamot;magnolia, rose, cloves, cinnamon;oakmoss, sandalwood;floral;citrus;warm spicy;woody;rose
c-for-men-woody-leather-with-oudh-intense;clive-christian;men;4,24;230;2017;agarwood (oud), mandarin orange;tobacco, saffron;leather, woody notes, oriental notes;leather;warm spicy;tobacco;oud;woody
dahaab-saafi;bait-al-bakhoor;unisex;4,24;218;2021;rose, vanilla;white musk, cedar;lemon, watery notes;rose;vanilla;powdery;musky;citrus
tobacco-rush;afnan;unisex;4,24;164;2022;tobacco, spicy notes, woody notes;spicy notes, sweet notes, lavender;agarwood (oud), amber, cedar;tobacco;woody;sweet;warm spicy;oud
mirsaal-of-trust;afnan;men;4,24;406;2020;ambroxan, vetiver;raspberry, saffron;cashmere wood, amber, carnation;amber;woody;fruity;warm spicy;musky
azzaro-pour-homme-amber-fever;azzaro;men;4,25;171;2018;clary sage;cacao;amber;amber;cacao;aromatic;soft spicy;warm spicy
la-botte;byredo;unisex;4,25;55;2016;jasmine;violet, synthetic civet;leather, mahogany;leather;violet;animalic;powdery;woody
liquid-gold-euphoria-men;calvin-klein;men;4,25;219;2014;black pepper;saffron;sandalwood;warm spicy;woody;fresh spicy;powdery;metallic
gris-dior-new-look-limited-edition;dior;unisex;4,25;56;2022;bergamot;rose, jasmine;patchouli, moss, cedar, sandalwood, amber;woody;rose;citrus;earthy;patchouli
new-york;giorgio-armani;unisex;4,25;96;2017;aldehydes, white pepper, neroli essence;iris, white tea, peony, ambrette (musk mallow);vanilla, white musk, incense, cashmeran;musky;powdery;fresh;floral;amber
hossegor;a-lab-on-fire;unisex;4,25;91;2018;juniper, sea salt, black pepper, mastic or lentisque;solar notes, clary sage, orris, olibanum;sea notes, woodsy notes, ambergris, ambroxan, vetiver, musk;aromatic;woody;marine;fresh spicy;salty
modest-pour-homme-une;afnan;men;4,25;370;2019;pepper, lavender, mint, nutmeg;citruses, amber, eucalyptus;musk, vetiver, cedar;fresh spicy;citrus;aromatic;lavender;woody
ingenious-ginger;goldfield-banks-australia;unisex;4,25;923;2023;ginger flower, lemon, bergamot;mandarin orange, magnolia, jasmine, rose;vanilla, amber, cashmeran, sandalwood, musk, patchouli;citrus;warm spicy;powdery;woody;vanilla
arete;gritti;unisex;4,25;59;2015;labdanum, cinnamon, cardamom, bergamot;leather, whiskey;guaiac wood, patchouli, styrax, sandalwood, vanilla, ambroxan, haitian vetiver, musk;woody;amber;warm spicy;leather;whiskey
bois-mysterieux;guerlain;unisex;4,25;950;2019;laurels, neroli;atlas cedar, patchouli, jasmine;leather, myrhh;woody;leather;amber;fresh spicy;aromatic
baiser-de-russie;guerlain;women;4,25;334;2018;pine needles, absinthe, plum, bergamot, lemon;cranberry, jasmine;caramel, vanilla, tonka bean, white musk, sandalwood;aromatic;vanilla;sweet;fruity;woody
